Vételár;Vételár EUR;Évjárat;Állapot;Kivitel;Kilométeróra állása;Szállítható szem. száma;Ajtók száma;Saját tömeg;Teljes tömeg;Csomagtartó;Klíma fajtája;Üzemanyag;Hengerűrtartalom;Teljesítmény;Henger-elrendezés;Hajtás;Sebességváltó fajtája;Okmányok jellege;Műszaki vizsga érvényes;Nyári gumi méret;Leírás;Felszereltség;Cím;Helyiség;Kategória;Márka;Hirdetés feladása;Hirdetés leszedése;Évjárat év;Évjárat hónap;Teljesítmény(LE);Sebességváltó típus;Sebességváltó fokozat;Modellcsoport;Modell;Szín;Alvázszám;Finanszírozás;Kárpit színe (1);Kezdőrészlet;Futamidő;Kárpit színe (2);Egyéb költségek;Fizetendő magyarországi forgalomba helyezés esetén;Tető;Téli gumi méret;Hátsó nyári gumi méret;Hátsó téli gumi méret;Átvehető;Finanszírozás típusa CASCO-val;Futamidő CASCO nélkül;Garancia;Átrozsdásodási garancia;Futásidő;Finanszírozás típusa CASCO nélkül;Bérlési lehetőség;Havi részlet;Szavatossági garancia;Hirdetési idő(nap);Autó kora(nap);Műszaki még érvenyes(nap)
12895464;1050000.0;3252.0;2006.08.01;Kitűnő;Sedan;90000.0;5.0;4.0;1050.0;1535.0;510liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.10.01;185/65R15;Eladó a képeken látható 90e km-t futott, megkimélt, magas felszereltségü, kitünö állapotban lévö, rendszeresen karbantartott autóm, 2 gyári kulccsal. Az eladásának oka az, hogy egy nagyobb Dacia Logan MCV-t akarok venni helyette, mert ez kicsi. 3 hónapja lett kicserélve a komplett vezérlés vizpumpával együtt+nagyszerviz, olajok, szürök, féktárcsák-betétek, váltó olaj, hütöviz, gyertyák. stb 2016-os egy nyarat futott Michelin Energy Saver nyári gumi garnitura(23e darabja a guminak!)+jó állapotú Fulda téli gumi garnitúra Dácia disztárcsával. Extrák még a fent bejelölteken kivül: gyári Dácia tető csomagtartó, sötétités mübizonylattal, króm kipufogó vég, lopásgátló, igény esetén fedélzeti kamera, a szervizkönyv új korától végig vezetve. Az autó 2 éve lett Ausztriából behozva.(ezért ez a magas felszereltség és újszerü állapot). Frissités! Most visszavonásig az akciós ára: 1.050.000Huf (2018.06.20.-ától, mert megvettem a másikat már!);['dönthető utasülések', 'középső kartámasz', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'tolatóradar', 'ABS (blokkolásgátló)', 'rablásgátló', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'pótkerék', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'színezett üveg', 'CD-s autórádió', '4 hangszóró', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'keveset futott', 'motorbeszámítás lehetséges', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;Budapest;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Kék;;;Világosszürke;;;Kék;;;Lemeztető;185/65R15;;;;;;;;;;;;;;-4370 days +05:28:37.661634000;74 days 05:28:37.653341000
12899954;2550000.0;7899.0;2010.10.01;Megkímélt;Várositerepjáró(crossover);159185.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;79kW,107LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.01.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk, és magyar rendszámmal átadjuk leendő tulajdonosának! Az ár tartalmazza magyar forgalomba helyezést is! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['ABS (blokkolásgátló)', 'riasztó', 'szervokormány', 'utasoldali légzsák', 'vezetőoldali légzsák', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;107.0;Manuális;6.0;Nincs;DUSTER;(metál);;;;;;;;;;;;;;;;;;;;;;;;-2848 days +05:28:37.661634000;531 days 05:28:37.653341000
12900602;2290000.0;7093.0;2011.04.01;Normál;Várositerepjáró(crossover);69901.0;5.0;5.0;1160.0;1710.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.04.01;215/65R16;Nincs;['tolatóradar', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ülésmagasság állítás', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'színezett üveg', 'CD-s autórádió', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '25%-tól elvihető'];1044 Bp. (külső) Váci út 66-72.;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;Sötétkék;;25%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-2666 days +05:28:37.661634000;256 days 05:28:37.653341000
12910219;2790000.0;8642.0;2015.09.01;Normál;Várositerepjáró(crossover);85580.0;5.0;5.0;1280.0;1795.0;475liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.09.01;215/65R16;Eladó a képen látható autó, csere vagy autóbeszámítás Nem érdekel. A képen látható kereszt tartó illetve a bringa tartó nem jár az autóhoz. Végig márkaszervizben szervizelt. Az autó napi használatban van így a km óra állás változhat. Az autó csak adásvételi szerződéssel eladó, A hirdetés nem minősül ajánlattételnek.;['fűthető ülés', 'ülésmagasság állítás', 'deréktámasz', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'kiegészítő fényszóró', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'EDS (elektronikus differenciálzár)', 'guminyomás-ellenőrző rendszer', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', '1 DIN', '4 hangszóró', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Gödöllő (2100) Bajcsy-Zs. u. 34/a;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Világosszürke(metál);;;;;;;;;;;215/65R16;;;;;;;;;;;;;-1052 days +05:28:37.661634000;409 days 05:28:37.653341000
12913535;150000.0;465.0;2005.09.01;Sérült;Sedan;120000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, magyar okmányokkal;;165/80R14;A gépjármű bal oldala sérült, légzsákok kinyíltak. A kuplung szett nem rég lett cserélve, a motor működőképes, kipróbálható. Az autóhoz 2 garnitúra lemezfelnire szerelt téli és nyári gumi is jár. Érdeklődni telefonon lehet.;[];Felsőpakony;Felsőpakony;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Bordó;;;;;;;;;;;;;;;;;;;;;;;;-4704 days +05:28:37.661634000;
12917419;3800000.0;11771.0;2014.11.01;Kitűnő;Várositerepjáró(crossover);59700.0;5.0;5.0;1325.0;1875.0;408liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;;215/65R16;Eladnám valós futásteljesítményű, szalon állapotú, Arctic felszereltségű Dusteremet! Érdeklődni kizárólag telefonon!;['dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'multifunkciós kormánykerék', 'csomag rögzítő', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'fűthető szélvédő', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'EDS (elektronikus differenciálzár)', 'indításgátló (immobiliser)', 'visszagurulás-gátló', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'sebességfüggő szervókormány', 'CD-s autórádió', 'memóriakártya-olvasó', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'gyári erősítő', 'azonnal elvihető', 'frissen szervizelt', 'garázsban tartott', 'keveset futott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Letenye (8868);;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Sötétszürke(metál);;;Fekete;;;;;;;;;;;;;;;;;;;;;-1356 days +05:28:37.661634000;
12920195;2190000.0;6784.0;2012.08.01;Megkímélt;Várositerepjáró(crossover);108000.0;5.0;5.0;1160.0;1710.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.08.01;215/65R16;Végig vezetett szervizkönyves autó, gyári festéssel, friss műszakival, 1 év szavatossággal. Honlapomon még több képet talál. Bármilyen kérdésre szívesen válaszolok, kérésre nagyobb képet is küldök, autóim állapotáról telefonon is részletes információt adok, hívjon bizalommal. Messengeren, Viberen akár élőben is meg tudom mutatni a kiválasztott autót. Üdvözlettel: Talabér Tamás;['ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'centrálzár', 'szervokormány', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'elektromos ablak elöl', 'CD-s autórádió', 'bluetooth-os kihangosító', 'hölgy tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];Sopron, Győri u. 52, (Corner Café);;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;Sötétkék;UU1HSDCS547544607;;;;;;;;;;;;;;;;;;;;;;;-2178 days +05:28:37.661634000;13 days 05:28:37.653341000
12923922;2000000.0;6195.0;2010.12.01;Megkímélt;Várositerepjáró(crossover);150623.0;5.0;5.0;1160.0;1710.0;475liter;Manuálisklíma;Etanol;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.01.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk, és magyar rendszámmal átadjuk leendő tulajdonosának! Az ár tartalmazza magyar forgalomba helyezést is! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['ABS (blokkolásgátló)', 'riasztó', 'szervokormány', 'utasoldali légzsák', 'vezetőoldali légzsák', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;(metál);;;;;;;;;;;;;;;;;;;;;;;;-2787 days +05:28:37.661634000;531 days 05:28:37.653341000
12924038;2300000.0;7124.0;2011.02.01;Megkímélt;Várositerepjáró(crossover);133589.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;79kW,107LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.01.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk, és magyar rendszámmal átadjuk leendő tulajdonosának! Az ár tartalmazza magyar forgalomba helyezést is! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['ABS (blokkolásgátló)', 'riasztó', 'szervokormány', 'utasoldali légzsák', 'vezetőoldali légzsák', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;107.0;Manuális;6.0;Nincs;DUSTER;(metál);;;;;;;;;;;;;;;;;;;;;;;;-2725 days +05:28:37.661634000;531 days 05:28:37.653341000
12924810;2500000.0;7744.0;2013.05.01;Normál;Várositerepjáró(crossover);126188.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;79kW,107LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.01.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk és magyar rendszámmal átadjuk leendő tulajdonosának! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'utasoldali légzsák', 'vezetőoldali légzsák', 'elektromos ablak elöl', 'elektromos ablak hátul', 'CD-s autórádió', '8 hangszóró', 'első tulajdonostól', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;107.0;Manuális;6.0;Nincs;DUSTER;(metál);;;;;;;;;;;;;;;;;;;;;;;;-1905 days +05:28:37.661634000;531 days 05:28:37.653341000
12924847;2500000.0;7744.0;2011.06.01;Normál;Várositerepjáró(crossover);143239.0;5.0;5.0;1205.0;1755.0;475liter;;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.03.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk és magyar rendszámmal átadjuk leendő tulajdonosának! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'ködlámpa', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'rádió', 'CD-s autórádió', 'MP3 lejátszás', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;DUSTER;(metál);;;;;;;;;;;;;;;;;;;;;;;;-2605 days +05:28:37.661634000;225 days 05:28:37.653341000
12924934;2700000.0;8363.0;2012.08.01;Normál;Várositerepjáró(crossover);30846.0;5.0;5.0;1160.0;1710.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.03.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk és magyar rendszámmal átadjuk leendő tulajdonosának! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos ablak hátul', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'CD-s autórádió', 'MP3 lejátszás', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;(metál);;;;;;;;;;;;;;;;;;;;;;;;-2178 days +05:28:37.661634000;225 days 05:28:37.653341000
12925806;3099000.0;9599.0;2012.02.01;Normál;Várositerepjáró(crossover);85581.0;5.0;5.0;1294.0;1844.0;475liter;Manuálisklíma;Dízel;1461.0;82kW,111LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.02.01;215/65R16;Nincs;['fűthető ülés', 'ülésmagasság állítás', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'CD-s autórádió', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];8500 Pápa, Külső-veszprémi út 52. FORD Szalon;;Személyautó;DACIA;2018.07.18;;;;111.0;Manuális;6.0;Nincs;DUSTER;Fehér;;;;;;;;;;;;;;;;;;;;;;;;-2360 days +05:28:37.661634000;562 days 05:28:37.653341000
12934304;1329000.0;4117.0;2007.04.01;Kitűnő;Kombi;141000.0;7.0;5.0;1245.0;1840.0;198liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.05.01;185/65R15;Jó állapotú, 7 személyes! Szélmalom csárdánál a dohánybolt mellett METRO AUTO;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'sebességfüggő szervókormány', 'CD-s autórádió', 'autóbeszámítás lehetséges', 'garázsban tartott', 'keveset futott', 'nem dohányzó', 'törzskönyv'];6000 Kecskemét Szent-László krt. Metro auto;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;LOGAN;Ezüst(metál);;;;;;;;;;;;;;;;;;;;;;;;-4127 days +05:28:37.661634000;652 days 05:28:37.653341000
